日付,区分,時限,科目コード,科目名,担当教員,講義室
28(火),授業,1-2,ARC.P305,国土・都市計画論,"中井 検裕,十代田 朗Nakai Norihiro,Soshiroda Akira",W933
28(火),期末試験,1-2,CAP.A353,エネルギー・資源変換化学第三（光エネルギー変換）,和田 雄二Wada Yuji,S422
28(火),授業,1-2,CVE.C311,地盤調査・施工学,"北詰 昌樹,竹村 次朗 他Kitazume Masaki,Takemura Jiro et al.",M113
28(火),授業,1-2,CVE.D211,国土・都市計画概論,"朝倉 康夫,中井 検裕Asakura Yasuo, Nakai Norihiro","W933,M111"
28(火),授業,1-2,EEE.S361,光エレクトロニクス,"小山 二三夫,植之原 裕行Koyama Fumio, Uenohara Hiroyuki",S223
28(火),授業,1-2,IEE.B204,マクロ経済学第二,大土井 涼二Ohdoi Ryoji,W934
28(火),授業,1-2,IEE.B333,環境経済学,"棟居 洋介,増井 利彦 他Munesue Yosuke, Masui Toshihiko et al.",W932
28(火),期末試験,1-2,LAL.C204-01,中国語初級４ C01,劉 岸偉Liu Anwei,"1ラボ,Language Lab 1"
28(火),授業&試験,1-2,LAL.C204-03,中国語初級４ C03,※真鍋 丁香※Manabe Teika,"2ラボ,Language Lab 2"
28(火),授業&試験,1-2,LAL.C204-04,中国語初級４ C04,※城 愛裕美※Zyo Ayumi,W323
28(火),授業&試験,1-2,LAL.C204-05,中国語初級４ C05,※山木 雅美※Yamaki Masami,"4ラボ,Language Lab 4"
28(火),授業&試験,1-2,LAL.C204-06,中国語初級４ C06,※朴 敬玉※Piao Jingyu,"3ラボ,Language Lab 3"
28(火),授業,1-2,LAL.F204-01,フランス語初級４ F01,JEAN FRANCOISE MARIE-MONIQUEJean Francoise,"W3-412,ゼミナール室,W3-412,Seminar Room"
28(火),授業&試験,1-2,LAL.F204-02,フランス語初級４ F02,※佐々木 匠※Sasaki Takumi,H102
28(火),授業&試験,1-2,LAL.G204-01,ドイツ語初級４ D11,※小笠原 能仁※Ogasawara Yoshihito,W371
28(火),授業,1-2,LAL.G204-02,ドイツ語初級４ D12,山崎 太郎Yamazaki Tarou,W332
28(火),授業,1-2,LAL.G204-03,ドイツ語初級４ D13,安德 万貴子Antoku Makiko,H104
28(火),授業&試験,1-2,LAL.R204-01,ロシア語初級４ R01,※桑田 匡之※Kuwata Masayuki,W322
28(火),授業&試験,1-2,LAS.C107-11,化学熱力学基礎 A,西野 智昭Nishino Tomoaki,S221
28(火),授業&試験,1-2,LAS.C107-12,化学熱力学基礎 B,前田 和彦Maeda Kazuhiko,W242
28(火),授業&試験,1-2,LAS.C107-13,化学熱力学基礎 C,※飯田 肇※Iida Hajime,W351
28(火),授業&試験,1-2,LAS.C107-14,化学熱力学基礎 D,小澤 健一Ozawa Kenichi,W321
28(火),授業&試験,1-2,LAS.C107-19,化学熱力学基礎 English Class,JUHASZ GERGELY MIKLOSJuhasz Gergely,H112
28(火),授業,1-2,LAS.M106-08,線形代数学第二 S(61～70),※黒川 信重※Kurokawa Nobushige,W541
28(火),授業,1-2,LAS.M106-09,線形代数学第二 T(71～80),遠藤 久顕Endo Hisaaki,S222
28(火),期末試験,1-2,LAS.P104-01,電磁気学基礎２ A,今村 洋介Imamura Yosuke,W521
28(火),期末試験,1-2,LAS.P104-02,電磁気学基礎２ B,相川 清隆Aikawa Kiyotaka,W621
28(火),期末試験,1-2,LAS.P104-03,電磁気学基礎２ C,藤澤 利正Fujisawa Toshimasa,W631
28(火),期末試験,1-2,LAS.P104-04,電磁気学基礎２ D,中村 隆司Nakamura Takashi,W611
28(火),授業,1-2,LST.A247,生物無機化学,"上野 隆史, 蒲池 利章Ueno Takafumi,Kamachi Toshiaki",H101
28(火),授業,1-2,LST.A248,遺伝学,"立花 和則,若林 憲一 他Tachibana Kazunori,Wakabayashi Ken-Ichiet al.",H121
28(火),授業,1-2,MAT.C316,生体材料学,"生駒 俊之,※陳 国平Ikoma Toshiyuki,※Chen Guoping",S7-202
28(火),授業,1-2,MEC.C211-02,弾塑性力学 B,"井上 裕嗣, 水谷 義弘Inoue Hirotsugu,Mizutani Yoshihiro",I121
28(火),授業,1-2,TSE.A201-02,材料・物性工学基礎,"髙橋 邦夫, 日野出 洋文 他Takahashi Kunio,Hinode Hirofumi et al.",S513
28(火),授業,1-2,TSE.A201-03,材料・物性工学基礎,"髙橋 邦夫,日野出 洋文 他Takahashi Kunio,Hinode Hirofumi et al.",S514
28(火),授業,1-4,MEC.E331,エネルギー変換工学,"平井 秀一郎,小酒 英範 他Hirai Shuichiro, Kosaka Hidenori et al.",S011
28(火),授業,1-4,MEC.P212-01,機械系応用実験 A,各 教員Teaching Staffs,"石川台1号館204,253号室"
28(火),期末試験,3-4,CAP.A275,無機化学（固体化学）,大友 明Ohtomo Akira,S621
28(火),授業,3-4,CAP.C213,化学プロセスシステム第一（解析・合成）,松本 秀行Matsumoto Hideyuki,S421
28(火),期末試験,3-4,CAP.A382,分析化学演習,山中 一郎Yamanaka Ichiro,S422
28(火),授業,3-4,CHM.C202,化学統計熱力学,西野 智昭Nishino Tomoaki,H113
28(火),授業,3-4,CSC.T375,システム構築演習,"佐伯 元司,小林 隆志 他Saeki Motoshi,Kobayashi Takashi et al.",情報工学系計算機室
28(火),授業,3-4,CVE.B202,水理学第二,"鼎 信次郎,吉村 千洋Kanae Shinjiro,Yoshimura Chihiro",M114
28(火),授業,3-4,CVE.N301,土木史・土木技術者倫理,"朝倉 康夫,北詰 昌樹 他Asakura Yasuo,Kitazume Masaki et al.",M113
28(火),授業,3-4,EEE.P301,電気機器工学,"千葉 明,萩原 誠Chiba Akira,Hagiwara Makoto",S221
28(火),授業,3-4,EEE.P322,電力工学第二,"七原 俊也,河邊 賢一Nanahara Toshiya, Kawabe Kenichi",S321
28(火),授業,3-4,EPS.A336,地球惑星ダイナミクス,"中島 淳一,小川 康雄Nakajima Junichi,Ogawa Yasuo",I2-318
28(火),授業,3-4,ICT.I317,組み込みシステム,"長谷川 晶一,中原 啓貴Hasegawa Shoichi,Nakahara Hiroki",W621
28(火),授業,3-4,IEE.C301,経営情報システム,妹尾 大Senoo Dai,W933
28(火),授業,3-4,IEE.D203,マーケティング,鍾 淑 玲 Chung Su-Lin,W932
28(火),授業&試験,3-4,LAL.C204-07,中国語初級４ C07,戦 暁梅Zhan Xiaomei,"4ラボ,Language Lab 4"
28(火),授業,3-4,LAL.F204-03,フランス語初級４ F03,JEAN FRANCOISE MARIE-MONIQUEJean Francoise,"3ラボ,Language Lab 3"
28(火),授業&試験,3-4,LAL.G204-06,ドイツ語初級４ D21,※小笠原 能仁※Ogasawara Yoshihito,W371
28(火),授業&試験,3-4,LAL.R204-03,ロシア語初級４ R03,※桑田 匡之※Kuwata Masayuki,W322
28(火),期末試験,3-4,LAS.C105-11,量子化学基礎 I,豊田 真司Toyota Shinji,W641
28(火),期末試験,3-4,LAS.C105-13,量子化学基礎 K,石川 謙Ishikawa Ken,W521
28(火),授業&試験,3-4,LAS.C105-14,量子化学基礎 L,山﨑 優一Yamazaki Masakazu,W242
28(火),授業,3-4,LAS.M105-07,微分積分学第二 O(21～30),※梶原 健※Kajiwara Takeshi,H101
28(火),授業,3-4,LAS.M105-08,微分積分学第二 P(31～40),KALMAN TAMASKalman Tamas,W541
28(火),授業,3-4,LAS.M105-09,微分積分学第二 W,PURKAIT SOMAPurkait Soma,H111
28(火),授業,3-4,LAS.P104-05,電磁気学基礎２ E,陣 内 修Jinnouchi Osamu,W323
28(火),期末試験,3-4,LAS.P104-07,電磁気学基礎２ G,宗片 比呂夫Munekata Hiro,S222
28(火),期末試験,3-4,LAS.P104-08,電磁気学基礎２ H,河村 徹Kawamura Toru,W631
28(火),授業,3-4,LST.A246,生命情報学,"伊藤 武彦, 櫻井 実 他Itoh Takehiko, Sakurai Minoru et al.",H121
28(火),授業,3-4,LST.A249,生物化学工学,"丹治 保典,上田 宏 他Tanji Yasunori, Ueda Hiroshi et al.",H135
28(火),授業,3-4,MAT.C314,環境の科学,"宮内 雅浩,※徳留 弘優Miyauchi Masahiro, ※Tokudome Hiromasa",S7-202
28(火),授業,3-4,MAT.M301,金属材料解析,"曽根 正人,稲邑 朋也 他Sone Masato,Inamura Tomonari et al.",S8-101
28(火),期末試験,3-4,MAT.P396,有機機能生化学,※平石 知裕※Hiraishi Tomohiro,S8-102
28(火),授業,3-4,MCS.T232,複素解析,"西畑 伸也,梅原 雅顕 他Nishibata Shinya, Umehara Masaaki et al.",W833
28(火),授業,3-4,MCS.T332,データ解析,渡邊 澄夫Watanabe Sumio,W834
28(火),授業,3-4,MTH.C331,複素解析続論,藤川 英華Fujikawa Ege,H136
28(火),期末試験,3-4,MTH.U214,基礎工業数学第二b,※滝口 孝志※Takiguchi Takashi,W611
28(火),授業,3-4,PHY.C341,物性物理学I,"平原 徹,平山 博之Hirahara Toru, Hirayama Hiroyuki",H116
28(火),授業,3-4,PHY.Q208,量子力学II,"慈道 大介,村上 雄太 他Jido Daisuke,Murakami Yuta et al.",W935
28(火),期末試験,3-4,ZUA.B203,集合と位相第二,五味 清紀Gomi Kiyonori,H103
28(火),授業,3-4,ZUB.Q206,量子力学第二,慈道 大介Jido Daisuke,W935
28(火),期末試験,3-8,MTH.B204,位相空間論第四,"五味 清紀,正井 秀俊Gomi Kiyonori,Masai Hidetoshi",H103
28(火),授業,5-6,ARC.E202,建築環境設備学（建築設備）,"湯淺 和博,鍵 直樹 他Yuasa Kazuhiro,Kagi Naoki et al.",W934
28(火),授業&試験,5-6,CAP.B214-01,有機化学第四（求核置換反応） A,大塚 英幸Otsuka Hideyuki,S421
28(火),授業&試験,5-6,CAP.B214-02,有機化学第四（求核置換反応） B,伊藤 繁和Ito Shigekazu,S621
28(火),期末試験,5-6,CSC.T271,データ構造とアルゴリズム,小池 英樹Koike Hideki,W242
28(火),授業,5-6,CSC.T374,システム制御,石井 秀明Ishii Hideaki,W611
28(火),授業,5-6,CVE.L212,土木工学英語第三,"WIJEYEWICKREMA ANIL CHRISTOPHER BUI QUOC TINHWijeyewickrema Anil, Bui Tinh Quoc",緑が丘5号館M5会議室
28(火),授業,5-6,EEE.C261,制御工学,"千葉 明,西方 敦博Chiba Akira, Nishikata Atsuhiro",S221
28(火),授業,5-6,EEE.P341,電力エネルギー変換工学,小栗 慶之Oguri Yoshiyuki,S224
28(火),授業,5-6,ICT.H217,論理と推論,"奥村 学,篠﨑 隆宏Okumura Manabu,Shinozaki Takahiro","前半:W323,後半:VLSI設計室"
28(火),授業,5-6,LST.A217,有機化学第四(カルボニル化合物，アミン),"松田 知子,占部 弘和 他Matsuda Tomoko,Urabe Hirokazu et al.",H121
28(火),授業,5-6,MAT.M206,金属の電子構造と物性,"史 蹟,中村 吉男Shi Ji,Nakamura Yoshio",S8-101
28(火),授業&試験,5-6,MAT.P202,量子化学B,大内 幸雄Ouchi Yukio,S8-102
28(火),授業,5-6,MCS.T233,計算機システム,"遠藤 敏夫,額田 彰Endo Toshio, Nukada Akira",W621
28(火),授業,5-6,MTH.B341,位相幾何学,野 坂 武 史 Nosaka Takefumi,H136
28(火),授業,5-6,PHY.F352,宇宙物理学,河 合 誠 之 Kawai Nobuyuki,H135
28(火),授業,5-6,SCE.S303,バイオシステム基礎,"中島 求,倉林 大輔 他Nakashima Motomu, Kurabayashi Daisuke etal.",S514
28(火),授業,5-6,TSE.A305,電磁気学（融合理工）,"飯尾 俊二, 片渕 竜也Iio Shunji,Katabuchi Tatsuya",S611
28(火),授業,5-6,TSE.M202-02,偏微分方程式と物理現象,"木内 豪,中村 恭志 他Kinouchi Tsuyoshi, Nakamura Takashi et al.",S513
28(火),授業&試験,5-6,XMC.A104,物質理工学概論C,"冨田 育義,大河内 美奈 他Tomita Ikuyoshi,Okochi Mina et al.","W521,W541"
28(火),授業,5-6,ZUB.Q218,量子力学演習第二,"慈道 大介,村上 雄太 他Jido Daisuke, Murakami Yuta et al.","H102,H104"
28(火),授業,5-7,ARC.A304,建築設計製図第四,"塚本 由晴,奥山 信一 他Tsukamoto Yoshiharu, Okuyama Shinichi etal.","建 築 製 図 室 , W9-511設計製図室"
28(火),授業,5-8,CAP.A302,応用化学実験（専門）第二,"田中 浩士,桑田 繁樹 他Tanaka Hiroshi,Kuwata Shigeki et al.","H113,H114,H115"
28(火),授業,5-8,CHM.D305,有機化学総合実験,"江口 正,鈴木 啓介 他Eguchi Tadashi,Suzuki Keisuke et al.",南1号館化学コース実験室
28(火),期末試験,5-8,IEE.D202,会計基礎論,永田 京子Nagata Kyoko,W933
28(火),授業,5-8,MAT.C352,セラミックス実験第三,"宮内 雅浩,山口 晃 他Miyauchi Masahiro Yamaguchi Akira et al.","S7-204,S7-209"
28(火),授業,5-8,MAT.M352,金属工学実験第三,"小林 郁夫, 竹山 雅夫 他Kobayashi Equo, Takeyama Masao et al.",S8-110他
28(火),授業,5-8,MAT.P352,有機材料工学実験第三,"森川 淳子,赤坂 修一 他Morikawa Junko,Akasaka Syuichi et al.","S8-108,S8-109"
28(火),授業,5-8,MEC.C211-01,弾塑性力学 A,"井上 裕嗣,水谷 義弘Inoue Hirotsugu,Mizutani Yoshihiro",I121
28(火),授業,5-8,MEC.P212-02,機械系応用実験 B,各 教員Teaching Staffs,"石川台1号館204,253号室"
28(火),授業,5-8,MEC.Q311,機械システム開発プロジェクト,各教員Academic Supervisor,"石川台3号館201A,201B,201C,301,302,303号室"
28(火),期末試験,7-8,CAP.B224,無機化学（元素と化合物）,"髙尾 俊郎,大友 明Takao Toshiro,Ohtomo Akira",S421
28(火),授業,7-8,CSC.T342,問題解決と意思決定,"出口 弘,小野 功 他Deguchi Hiroshi, Ono Isao et al.",W611
28(火),授業,7-8,EEE.C341,集積回路工学,若 林 整 Wakabayashi Hitoshi,S222
28(火),授業,7-8,ICT.I216,計算機論理設計（情報通信）,"一色 剛, 渡辺 義浩Isshiki Tsuyoshi,Watanabe Yoshihiro",S422
28(火),授業,7-8,LAS.D104-01,図形科学とCG2 A,"岩附 信行,菅原 雄介 他Iwatsuki Nobuyuki,Sugahara Yusuke et al.",I3-303コンピュータ室ならびにI3-310
28(火),授業,7-8,LST.A218,生物化学第二,"和地 正明,白木 伸明 他Wachi Masaaki,Shiraki Nobuaki et al.",H121
28(火),授業,7-8,MAT.C206,セラミックスプロセシング,"中島 章,磯部 敏宏Nakajima Akira, Isobe Toshihiro",S7-201
28(火),授業,7-8,MAT.P215,無機化学,森 健彦Mori Takehiko,S8-102
28(火),授業,7-8,MCS.Z381-02,研究プロジェクト（数理・計算科学系）,各 教員Teaching Staffs,W8-W1008コラボレーションルーム
28(火),授業,7-8,PHY.L210,計算物理,※板橋 健太※Itahashi Kenta,南4号館情報ネットワーク演習室第２演習室
28(火),授業,9-10,LAS.M108-07,線形代数学演習第二 R(51～60),野田 洋二Noda Yoji,W521
29(水),期末試験,1-2,EEE.D391,半導体加工プロセス,宮本 恭幸Miyamoto Yasuyuki,S421
29(水),授業,1-2,EEE.S341,通信理論（電気電子）,"植之原 裕行,青柳 貴洋Uenohara Hiroyuki,Aoyagi Takahiro",S221
29(水),授業,1-2,LAE.E154-03,TOEFL対策セミナー（リスニング＆スピーキング）第四 3,安納 真理子Anno Mariko,W641
29(水),授業&試験,1-2,LAE.E158-01,TOEFL対策セミナー（リーディング＆ライティング）第四 1,薩摩 竜郎Satsuma Tatsuro,W242
29(水),授業,1-2,LAE.E311-18,英語第九 18 再履修,田村 斉敏Tamura Masatoshi,W621
29(水),授業,1-2,LAE.E311-19,英語第九 19 再履修,北川 依子Kitagawa Yoriko,H104
29(水),期末試験,1-2,LAL.C204-08,中国語初級４ C08,劉 岸偉Liu Anwei,W323
29(水),授業&試験,1-2,LAL.C204-09,中国語初級４ C09,※陳 焔※Chen Yen,H116
29(水),授業&試験,1-2,LAL.C204-10,中国語初級４ C10,※真鍋 丁香※Manabe Teika,"1ラボ,Language Lab 1"
29(水),授業&試験,1-2,LAL.C204-11,中国語初級４ C11,※藤田 梨那※Fujita Rina,"2ラボ,Language Lab 2"
29(水),授業&試験,1-2,LAL.C204-12,中国語初級４ C12,※馮 青※Feng Qing,"3ラボ,Language Lab 3"
29(水),授業,1-2,LAL.F204-04,フランス語初級４ F04,JEAN FRANCOISE MARIE-MONIQUEJean Francoise,"4ラボ,Language Lab 4"
29(水),授業&試験,1-2,LAL.F204-05,フランス語初級４ F05,※三宅 京子※Miyake Kyouko,W331
29(水),授業&試験,1-2,LAL.F204-06,フランス語初級４ F06,※梶田 裕※Kajita Yu,W831
29(水),授業&試験,1-2,LAL.G204-04,ドイツ語初級４ D14,※橘 宏亮※Tachibana Hirosuke,H113
29(水),授業&試験,1-2,LAL.G204-07,ドイツ語初級４ D31,※岡本 雅克※Okamoto Masakatsu,H137
29(水),授業,1-2,LAL.G204-08,ドイツ語初級４ D32,山崎 太郎Yamazaki Tarou,S516
29(水),授業,1-2,LAL.G204-09,ドイツ語初級４ D33,安德 万貴子Antoku Makiko,W321
29(水),授業&試験,1-2,LAL.G204-10,ドイツ語初級４ D34,※立石 拓也※Tateishi Takuya,H114
29(水),授業&試験,1-2,LAL.K354,韓国語４,※承 賢珠※Sun Hyonju,H117
29(水),授業&試験,1-2,LAL.R204-02,ロシア語初級４ R02,※小西 昌隆※Konishi Masataka,W332
29(水),授業&試験,1-2,LAL.R204-04,ロシア語初級４ R04,※松本 隆志※Matumoto Takashi,"W3-412,ゼミナール室,W3-412,Seminar Room"
29(水),授業&試験,1-2,LAL.R204-05,ロシア語初級４ R05,齋藤 宏文Saito Hirofumi,S224
29(水),授業&試験,1-2,LAL.S354,スペイン語４,※大場 樹精※Oba Kodama,H118
29(水),授業,1-2,LAS.I122-05,コンピュータサイエンス第二 3a(CS2),※坂野 遼平※Banno Ryohei,W351
29(水),期末試験,1-2,LAS.I122-06,コンピュータサイエンス第二 3b(CS2),※仲道 嘉夫※Nakamichi Yoshio,W631
29(水),授業,1-2,LAS.M107-07,微分積分学演習第二 O(21～30),皆川 龍博Minagawa Tatsuhiro,W241
29(水),授業,1-2,LAS.M107-08,微分積分学演習第二 P(31～40),田辺 正晴Tanabe Masaharu,H121
29(水),授業,1-2,LAS.M107-09,微分積分学演習第二 W,PURKAIT SOMAPurkait Soma,H111
29(水),授業,1-2,LAS.M108-06,線形代数学演習第二 Q(41～50),若林 泰央Wakabayashi Yasuhiro,H101
29(水),授業,1-2,TSE.A204-02,反応工学基礎,"日野出 洋文,江頭 竜一 他Hinode Hirofumi,Egashira Ryuichi et al.",S622
29(水),授業,1-4,ARC.D202,西洋建築史,藤田 康仁Fujita Yasuhito,M111
29(水),授業,1-4,TSE.A324,プログラミングと数値解析応用,"山下 幸彦,秋田 大輔Yamashita Yukihiko,Akita Daisuke",学術国際情報センター3F第1実習室
29(水),授業,3-4,CAP.C211,エネルギー操作,森 伸介Mori Shinsuke,S423
29(水),授業&試験,3-4,CAP.P222,高分子物理第二（固体構造）,安藤 慎治Ando Shinji,S421
29(水),授業&試験,3-4,EEE.P361,電気法規および施設管理,安岡 康一Yasuoka Koichi,S224
29(水),授業&試験,3-4,LAE.E134-01,英語スピーキング演習第四 1,※STONEBURGH MARK※Stoneburgh Mark,W833
29(水),授業&試験,3-4,LAE.E158-02,TOEFL対策セミナー（リーディング＆ライティング）第四 2,石原 由貴Ishihara Yuki,W242
29(水),授業,3-4,LAE.E164,TOEIC対策セミナー第四,木内 久美子Kiuchi Kumiko,W611
29(水),授業,3-4,LAE.E311-20,英語第九 20 再履修,田村 斉敏Tamura Masatoshi,W621
29(水),授業,3-4,LAE.E311-21,英語第九 21 再履修,北川 依子Kitagawa Yoriko,H104
29(水),期末試験,3-4,LAL.C204-13,中国語初級４ C13,劉 岸偉Liu Anwei,W322
29(水),授業&試験,3-4,LAL.C204-14,中国語初級４ C14,※陳 焔※Chen Yen,W323
29(水),授業&試験,3-4,LAL.C204-15,中国語初級４ C15,※真鍋 丁香※Manabe Teika,W331
29(水),授業&試験,3-4,LAL.C204-16,中国語初級４ C16,※藤田 梨那※Fujita Rina,"2ラボ,Language Lab 2"
29(水),授業&試験,3-4,LAL.C204-17,中国語初級４ C17,※馮 青※Feng Qing,"3ラボ,Language Lab 3"
29(水),授業&試験,3-4,LAL.C204-18,中国語初級４ C18,※陳 喜※Chin Ki,"4ラボ,Language Lab 4"
29(水),授業&試験,3-4,LAL.C204-19,中国語初級４ C19,戦 暁梅Zhan Xiaomei,W832
29(水),授業&試験,3-4,LAL.F204-07,フランス語初級４ F07,三ツ堀 広一郎Mitsubori Koichiro,H116
29(水),授業&試験,3-4,LAL.F204-08,フランス語初級４ F08,※三宅 京子※Miyake Kyouko,H102
29(水),授業&試験,3-4,LAL.F204-09,フランス語初級４ F09,※梶田 裕※Kajita Yu,W831
29(水),授業&試験,3-4,LAL.G204-11,ドイツ語初級４ D41,※橘 宏亮※Tachibana Hirosuke,H113
29(水),授業,3-4,LAL.G204-12,ドイツ語初級４ D42,山崎 太郎Yamazaki Tarou,S516
29(水),授業,3-4,LAL.G204-13,ドイツ語初級４ D43,安德 万貴子Antoku Makiko,W321
29(水),授業&試験,3-4,LAL.G204-14,ドイツ語初級４ D44,※SATO GEB BRAKEBUSCH ASTRID※Sato Geb Brakebusch Astrid,H119B
29(水),授業&試験,3-4,LAL.G204-15,ドイツ語初級４ D45,※岡本 雅克※Okamoto Masakatsu,H137
29(水),授業&試験,3-4,LAL.R204-06,ロシア語初級４ R06,河村 彩Kawamura Aya,H119A
29(水),授業,3-4,LAL.R204-07,ロシア語初級４ R07,※鈴木 佑也※Suzuki Yuya,"1ラボ,Language Lab 1"
29(水),授業&試験,3-4,LAL.R204-08,ロシア語初級４ R08,※上野 理恵※Ueno Rie,W332
29(水),期末試験,3-4,LAS.I122-07,コンピュータサイエンス第二 4a(CS2),南出 靖彦Minamide Yasuhiko,W351
29(水),授業,3-4,LAS.I122-08,コンピュータサイエンス第二 4b(CS2),永籐 直行Nagatou Naoyuki,W631
29(水),授業,3-4,LAS.M107-05,微分積分学演習第二 M(1～10),河井 真吾Kawai Shingo,W241
29(水),授業,3-4,LAS.M108-08,線形代数学演習第二 S(61～70),若林 泰央Wakabayashi Yasuhiro,H101
29(水),期末試験,3-4,MAT.P323,有機材料物性B,淺井 茂雄Asai Shigeo,S8-102
29(水),期末試験,3-4,MEC.D231,解析力学基礎（機械）,髙原 弘樹Takahara Hiroki,H121
29(水),授業,3-4,MTH.C361,確率論,二宮 祥一Ninomiya Syoiti,H103
29(水),授業,3-4,TSE.M204-02,統計とデータ解析,"花岡 伸也,高橋 史武 他Hanaoka Shinya, Takahashi Fumitake et al.",S513
29(水),授業&試験,5-6,LAE.E112-41,英語第二 再1,石原 由貴Ishihara Yuki,W621
29(水),授業&試験,5-6,LAE.E112-42,英語第二 再2,原田 大介Harada Daisuke,H137
29(水),授業&試験,5-6,LAE.E112-44,英語第二 再3,小泉 勇人Koizumi Yuto,W935
29(水),授業&試験,5-6,LAE.E154-02,TOEFL対策セミナー（リスニング＆スピーキング）第四 2,※STONEBURGH MARK※Stoneburgh Mark,W331
29(水),授業&試験,5-6,LAE.E212-49,英語第六 再1,石原 由貴Ishihara Yuki,W621
29(水),授業&試験,5-6,LAE.E212-50,英語第六 再2,原田 大介Harada Daisuke,H137
29(水),授業&試験,5-6,LAE.E212-52,英語第六 再3,小泉 勇人Koizumi Yuto,W935
29(水),授業,5-6,LAE.E311-22,英語第九 22 再履修,山根 亮一Yamane Ryoichi,H102
29(水),授業,5-6,LAE.E311-23,英語第九 23 再履修,谷岡 健彦Tanioka Takehiko,H113
29(水),授業,5-6,LAE.E362,アカデミックライティング第十二,KIYAMA LORINDA ROBERTSONKiyama Lorinda,H104
29(水),授業,5-6,LAJ.J104-01,日本語２Ｂ A,山元 啓史Yamamoto Hilofumi,W931
29(水),授業,5-6,LAJ.J104-02,日本語２Ｂ B,佐藤 礼子Sato Reiko,W932
29(水),授業,5-6,LAL.C234,中国語セミナー（入門・基礎）４,※劉 岸麗※Liu Anli,"4ラボ,Language Lab 4"
29(水),期末試験,5-6,LAL.C344,中国語上級４,劉 岸偉Liu Anwei,W322
29(水),授業,5-6,LAL.F234,フランス語セミナー（入門・基礎）４,JEAN FRANCOISE MARIE-MONIQUEJean Francoise,西3号館8階会議室
29(水),授業,5-6,LAL.F344,フランス語上級４,三ツ堀 広一郎Mitsubori Koichiro,W332
29(水),授業&試験,5-6,LAL.G234,ドイツ語セミナー（入門・基礎）４,※SATO GEB BRAKEBUSCH ASTRID※Sato Geb Brakebusch Astrid,"W3-412,ゼミナール室,W3-412,Seminar Room"
29(水),授業,5-6,LAL.G334,ドイツ語中級４,安德 万貴子Antoku Makiko,W321
29(水),授業,5-6,LAL.G344,ドイツ語上級４,山崎 太郎Yamazaki Tarou,W611
29(水),授業&試験,5-6,LAL.L304,古典ラテン語４,※金澤 修※Kanazawa Osamu,"1ラボ,Language Lab 1"
29(水),授業,5-6,LAL.R234,ロシア語セミナー（入門・基礎）４,※岡野 エレナ※Okano Elena,"2ラボ,Language Lab 2"
29(水),授業&試験,5-6,ZEN.E396-01,英語6 1,薩摩 竜郎Satsuma Tatsuro,W371
29(水),授業&試験,7-8,LAE.E134-02,英語スピーキング演習第四 2,※STONEBURGH MARK※Stoneburgh Mark,W331
29(水),授業,7-8,LAE.E311-24,英語第九 24 再履修,谷岡 健彦Tanioka Takehiko,W322
29(水),授業,7-8,LAJ.J204-01,日本語４Ｂ A,山元 啓史Yamamoto Hilofumi,W931
29(水),授業&試験,7-8,LAL.A304,古典ギリシア語４,※金澤 修※Kanazawa Osamu,"1ラボ,Language Lab 1"
29(水),授業&試験,7-8,LAL.C334,中国語中級４,戦 暁梅Zhan Xiaomei,3ラボ
29(水),授業,7-8,LAL.C364,中国語セミナー（応用・留学）４,※劉 岸麗※Liu Anli,"4ラボ,Language Lab 4"
29(水),授業,7-8,LAL.F334,フランス語中級４,三ツ堀 広一郎Mitsubori Koichiro,W332
